BioSample_s	BioSampleModel_s	Cultivar_s	Experiment_s	ID_s	InsertSize_l	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Plant_s	ReleaseDate_s	Rice_Field_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	geo_loc_name_s	host_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02929766	MIMS.me	93-11	SRX660166	JE.Soil.87	250	PAIRED	GHRun1	2016-06-09	20	12	<not provided>	2014-07-26	<not provided>	SRR1524568	SRS665165	JE.Soil.87	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929767	MIMS.me	93-11	SRX660169	JE.Soil.88	250	PAIRED	GHRun1	2016-06-09	23	13	<not provided>	2014-07-26	<not provided>	SRR1524570	SRS665168	JE.Soil.88	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929768	MIMS.me	Glab_E	SRX660171	JE.Soil.91	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524572	SRS665170	JE.Soil.91	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929769	MIMS.me	Glab_E	SRX660174	JE.Soil.92	250	PAIRED	GHRun1	2016-06-09	21	12	<not provided>	2014-07-26	<not provided>	SRR1524574	SRS665173	JE.Soil.92	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929770	MIMS.me	Glab_B	SRX660177	JE.Soil.95	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524577	SRS665176	JE.Soil.95	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929771	MIMS.me	Glab_B	SRX660183	JE.Soil.96	250	PAIRED	GHRun1	2016-06-09	27	16	<not provided>	2014-07-26	<not provided>	SRR1524579	SRS665182	JE.Soil.96	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929772	MIMS.me	Nipponebare	SRX660185	JE.Soil.98	250	PAIRED	GHRun1	2016-06-09	50	30	<not provided>	2014-07-26	<not provided>	SRR1524580	SRS665184	JE.Soil.98	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929773	MIMS.me	Nipponebare	SRX660187	JE.Soil.99	250	PAIRED	GHRun1	2016-06-09	16	9	<not provided>	2014-07-26	<not provided>	SRR1524584	SRS665186	JE.Soil.99	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929774	MIMS.me	Nipponebare	SRX660190	JE.Soil.100	250	PAIRED	GHRun1	2016-06-09	52	30	<not provided>	2014-07-26	<not provided>	SRR1524589	SRS665189	JE.Soil.100	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929775	MIMS.me	Soil	SRX660192	JE.Soil.101	250	PAIRED	GHRun1	2016-06-09	15	9	<not provided>	2014-07-26	<not provided>	SRR1524591	SRS665191	JE.Soil.101	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929776	MIMS.me	M104	SRX660193	JE.Soil.102	250	PAIRED	GHRun1	2016-06-09	74	43	<not provided>	2014-07-26	<not provided>	SRR1524594	SRS665193	JE.Soil.102	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929777	MIMS.me	M104	SRX660196	JE.Soil.103	250	PAIRED	SAMN02929777	2016-06-09	16	10	<not provided>	2014-07-26	<not provided>	SRR1524596	SRS665195	JE.Soil.103	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929778	MIMS.me	M104	SRX660199	JE.Soil.104	250	PAIRED	GHRun1	2016-06-09	28	17	<not provided>	2014-07-26	<not provided>	SRR1524598	SRS665198	JE.Soil.104	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929779	MIMS.me	Soil	SRX660202	JE.Soil.105	250	PAIRED	GHRun1	2016-06-09	45	27	<not provided>	2014-07-26	<not provided>	SRR1524601	SRS665201	JE.Soil.105	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928934	MIMS.me	<not provided>	SRX660043	<not provided>	250	PAIRED	FieldRun1	2016-06-09	45	30	5	2014-07-26	Ditaler_19	SRR1524602	SRS665042	JE.Lundberg.39	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929780	MIMS.me	IR50	SRX660204	JE.Soil.106	250	PAIRED	GHRun1	2016-06-09	16	9	<not provided>	2014-07-26	<not provided>	SRR1524603	SRS665205	JE.Soil.106	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928935	MIMS.me	<not provided>	SRX660046	<not provided>	250	PAIRED	FieldRun1	2016-06-09	47	31	6	2014-07-26	Ditaler_19	SRR1524604	SRS665045	JE.Lundberg.40	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929781	MIMS.me	IR50	SRX660207	JE.Soil.107	250	PAIRED	GHRun1	2016-06-09	18	11	<not provided>	2014-07-26	<not provided>	SRR1524605	SRS665207	JE.Soil.107	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928936	MIMS.me	<not provided>	SRX660048	<not provided>	250	PAIRED	FieldRun1	2016-06-09	50	33	6	2014-07-26	Ditaler_19	SRR1524606	SRS665047	JE.Lundberg.41	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929782	MIMS.me	IR50	SRX660210	JE.Soil.108	250	PAIRED	GHRun1	2016-06-09	39	23	<not provided>	2014-07-26	<not provided>	SRR1524607	SRS665209	JE.Soil.108	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928937	MIMS.me	<not provided>	SRX660049	<not provided>	250	PAIRED	FieldRun1	2016-06-09	46	31	6	2014-07-26	Ditaler_19	SRR1524608	SRS665048	JE.Lundberg.42	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929783	MIMS.me	Soil	SRX660212	JE.Soil.109	250	PAIRED	GHRun1	2016-06-09	25	15	<not provided>	2014-07-26	<not provided>	SRR1524609	SRS665211	JE.Soil.109	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928938	MIMS.me	<not provided>	SRX660051	<not provided>	250	PAIRED	FieldRun1	2016-06-09	58	39	7	2014-07-26	Ditaler_19	SRR1524610	SRS665050	JE.Lundberg.43	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929784	MIMS.me	93-11	SRX660216	JE.Soil.110	250	PAIRED	GHRun1	2016-06-09	38	22	<not provided>	2014-07-26	<not provided>	SRR1524611	SRS665215	JE.Soil.110	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928939	MIMS.me	<not provided>	SRX660053	<not provided>	250	PAIRED	FieldRun1	2016-06-09	43	29	7	2014-07-26	Ditaler_19	SRR1524612	SRS665052	JE.Lundberg.44	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928940	MIMS.me	<not provided>	SRX660054	<not provided>	250	PAIRED	FieldRun1	2016-06-09	56	37	7	2014-07-26	Ditaler_19	SRR1524613	SRS665053	JE.Lundberg.45	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929785	MIMS.me	93-11	SRX660219	JE.Soil.111	250	PAIRED	GHRun1	2016-06-09	21	12	<not provided>	2014-07-26	<not provided>	SRR1524614	SRS665218	JE.Soil.111	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929786	MIMS.me	93-11	SRX660221	JE.Soil.112	250	PAIRED	GHRun1	2016-06-09	41	24	<not provided>	2014-07-26	<not provided>	SRR1524615	SRS665221	JE.Soil.112	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928941	MIMS.me	<not provided>	SRX660055	<not provided>	250	PAIRED	FieldRun1	2016-06-09	49	32	8	2014-07-26	Ditaler_19	SRR1524616	SRS665054	JE.Lundberg.46	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929787	MIMS.me	Soil	SRX660223	JE.Soil.113	250	PAIRED	GHRun1	2016-06-09	29	17	<not provided>	2014-07-26	<not provided>	SRR1524617	SRS665223	JE.Soil.113	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928942	MIMS.me	<not provided>	SRX660057	<not provided>	250	PAIRED	FieldRun1	2016-06-09	44	29	8	2014-07-26	Ditaler_19	SRR1524618	SRS665056	JE.Lundberg.47	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929788	MIMS.me	Glab_E	SRX660226	JE.Soil.115	250	PAIRED	GHRun1	2016-06-09	15	9	<not provided>	2014-07-26	<not provided>	SRR1524619	SRS665225	JE.Soil.115	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928943	MIMS.me	<not provided>	SRX660059	<not provided>	250	PAIRED	FieldRun1	2016-06-09	46	31	8	2014-07-26	Ditaler_19	SRR1524620	SRS665058	JE.Lundberg.48	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.41028 N 121.75139 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929789	MIMS.me	Glab_E	SRX660227	JE.Soil.116	250	PAIRED	GHRun1	2016-06-09	22	13	<not provided>	2014-07-26	<not provided>	SRR1524621	SRS665226	JE.Soil.116	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928944	MIMS.me	<not provided>	SRX660061	<not provided>	250	PAIRED	FieldRun1	2016-06-09	58	38	1	2014-07-26	SFT20A	SRR1524622	SRS665060	JE.Lundberg.73	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929790	MIMS.me	Soil	SRX660228	JE.Soil.117	250	PAIRED	GHRun1	2016-06-09	44	26	<not provided>	2014-07-26	<not provided>	SRR1524623	SRS665228	JE.Soil.117	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928945	MIMS.me	<not provided>	SRX660062	<not provided>	250	PAIRED	FieldRun1	2016-06-09	26	17	1	2014-07-26	SFT20A	SRR1524624	SRS665061	JE.Lundberg.74	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929791	MIMS.me	Glab_B	SRX660229	JE.Soil.118	250	PAIRED	GHRun1	2016-06-09	43	25	<not provided>	2014-07-26	<not provided>	SRR1524625	SRS665227	JE.Soil.118	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929792	MIMS.me	Glab_B	SRX660230	JE.Soil.119	250	PAIRED	GHRun1	2016-06-09	30	18	<not provided>	2014-09-08	<not provided>	SRR1524626	SRS665229	JE.Soil.119	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928946	MIMS.me	<not provided>	SRX660064	<not provided>	250	PAIRED	FieldRun1	2016-06-09	34	23	1	2014-07-26	SFT20A	SRR1524627	SRS665063	JE.Lundberg.75	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928947	MIMS.me	<not provided>	SRX660066	<not provided>	250	PAIRED	FieldRun1	2016-06-09	51	34	2	2014-07-26	SFT20A	SRR1524628	SRS665065	JE.Lundberg.76	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929793	MIMS.me	Glab_B	SRX660231	JE.Soil.120	250	PAIRED	GHRun1	2016-06-09	43	26	<not provided>	2014-07-26	<not provided>	SRR1524629	SRS665230	JE.Soil.120	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928948	MIMS.me	<not provided>	SRX660068	<not provided>	250	PAIRED	FieldRun1	2016-06-09	34	23	2	2014-07-26	SFT20A	SRR1524630	SRS665067	JE.Lundberg.77	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929794	MIMS.me	Soil	SRX660232	JE.Soil.121	250	PAIRED	GHRun1	2016-06-09	12	7	<not provided>	2014-07-26	<not provided>	SRR1524631	SRS665231	JE.Soil.121	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928949	MIMS.me	<not provided>	SRX660071	<not provided>	250	PAIRED	FieldRun1	2016-06-09	43	28	2	2014-07-26	SFT20A	SRR1524632	SRS665070	JE.Lundberg.78	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929795	MIMS.me	Nipponebare	SRX660233	JE.Soil.122	250	PAIRED	GHRun1	2016-06-09	61	36	<not provided>	2014-07-26	<not provided>	SRR1524633	SRS665232	JE.Soil.122	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928950	MIMS.me	<not provided>	SRX660073	<not provided>	250	PAIRED	FieldRun1	2016-06-09	48	32	3	2014-07-26	SFT20A	SRR1524634	SRS665072	JE.Lundberg.79	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929796	MIMS.me	Nipponebare	SRX660234	JE.Soil.124	250	PAIRED	GHRun1	2016-06-09	24	13	<not provided>	2014-07-26	<not provided>	SRR1524635	SRS665233	JE.Soil.124	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928951	MIMS.me	<not provided>	SRX660107	<not provided>	250	PAIRED	FieldRun1	2016-06-09	52	34	3	2014-07-26	SFT20A	SRR1524636	SRS665106	JE.Lundberg.80	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929797	MIMS.me	Soil	SRX660235	JE.Soil.125	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524637	SRS665234	JE.Soil.125	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02928952	MIMS.me	<not provided>	SRX660109	<not provided>	250	PAIRED	FieldRun1	2016-06-09	39	26	3	2014-07-26	SFT20A	SRR1524638	SRS665108	JE.Lundberg.81	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
